Temperature,Humidity,Occupants,Energy_Consumption
17.792776902235275,54.489293399412034,63,279.86889550581134
23.00170052944527,56.43283019946378,1,59.930383404452755
23.66775698358199,46.7221263559052,96,374.4848764328926
14.621361388138176,55.965634632115155,25,96.90018759628468
34.239615694113965,39.877795283923916,91,369.97358498524954
29.378320584027865,70.25871986801883,82,365.2088739075989
33.48747353910473,39.28884773493539,68,308.6871931426928
32.37068376069122,34.24831449447332,96,387.4245304045109
24.94749947027713,51.81230131785787,83,343.56822200977683
33.04685587557792,62.915371975303096,29,136.72866509607746
12.212312551297988,51.88584124667707,7,55.67502844852524
14.89957156047863,43.83770659756543,37,115.76733049370087
11.130682222763452,57.90855919452204,60,243.53200580287466
18.133258269081608,47.35011677061,80,312.1433956214546
19.71693224223705,76.64338450633166,64,288.98606752613034
16.783725794347397,76.1322569801786,66,295.72962824189176
30.718437728798232,55.11859099860477,45,165.1674649447898
18.918833167339734,46.39419970091292,89,344.49869364310825
17.023362742184517,66.85662069783196,94,380.15635774758874
23.567402078956214,31.835647174153333,71,285.2749135085444
13.523105624369066,53.738450302182564,42,136.74776766391136
30.054924518850992,46.81616971351667,58,275.43555658011337
11.86376609199427,76.02679425512773,45,146.5948696902566
34.672173415012935,30.600151363634126,71,317.31818486380865
29.306119232416435,57.64074378591745,34,138.39186805312363
14.96789203835431,67.03317905333131,38,126.68493839332903
10.13805292809006,54.250899376202064,91,332.0399144652292
30.386535711370854,34.27015150813608,50,152.1834602359565
27.67143359619043,78.62306950139511,3,89.85266593158963
28.225179201024684,55.9005215688049,79,345.34574251220977
29.281758667148644,60.70931221595057,76,347.33419394350926
11.85111629335226,41.830489135375366,83,309.1125230569177
18.961643213606813,54.174904255340195,50,158.8060406852121
12.896726488128243,51.45747459791609,4,52.666095251803625
31.577585646889837,33.74479210009919,54,260.6825578846567
25.58245317068895,35.308017677373364,19,99.47565326301971
18.27245062131623,71.87362598093873,23,110.2528500067369
11.588958757150591,41.990997610329515,35,105.77277915169688
17.774558042891556,39.74791357493153,33,111.4346626789955
18.12958305066868,55.245572562506965,53,244.98505930205226
28.240154458451602,68.43735656812564,33,140.12259294036107
25.93893678388033,33.097325928949395,82,333.63093384129854
32.18031856440817,58.84039598191279,16,119.23366519602214
21.805373129048732,35.960522142028665,4,63.19563143874646
12.989856148457543,31.823052541280923,88,320.83014525603386
27.831119680574876,32.63719760811087,17,93.80343963020528
29.019626215422434,71.70820541042207,54,277.1909656246062
24.031929939237408,35.89862418140308,52,232.6579006691544
29.274179498864026,32.2575682206146,49,153.65194140785587
22.344889909109767,51.89499435714561,71,304.9709084075989
23.06832073454985,72.19967359710124,90,374.1061624141277
20.68852545896374,43.1204188244651,78,312.74453444142375
10.63547816860238,51.085630876295824,44,131.5893148443158
12.69728567483261,31.99612662818756,12,54.84188538504984
10.785729642168356,52.45392570674379,15,69.89593831848445
25.91026028159451,58.88065403185668,85,359.0729901656263
17.858899526908168,58.545352687607235,83,331.63726910570216
22.71426727911757,46.62133460871826,12,80.3948130652475
32.689161848152324,45.776659033156776,19,104.75879720732325
16.232305728721872,35.331180946829896,65,257.10151601300294
20.259573075890742,48.33991603231342,98,384.09982633432844
28.888778463576216,34.97473344364823,46,150.5887718911837
15.71995413729056,68.32979723560258,18,88.00977574851672
11.924497745719824,78.31371488740929,44,149.8342848503414
17.2437863228442,78.50372283333535,36,139.73431556014214
14.030532181350111,73.25355496876969,53,246.57195584720307
33.242441308564324,60.039607466980954,5,83.29025586717447
30.203009489110425,65.043284862194,13,97.94308824877228
25.835093912760584,44.26029013402071,3,59.19619168716613
31.78651475469294,61.53852100863104,85,374.83120646028465
30.091801922477863,52.78247747199387,54,274.39275707207923
14.664251472150896,54.100866988846626,99,372.8965540878352
32.313974962249446,67.88882801875789,33,158.16488844133644
23.48355604789127,44.09591777986258,26,107.06377464594114
30.186003879101563,45.90198058472599,6,78.61164890434115
32.40228249808733,76.23208955643183,2,91.2522779823213
17.950086874296595,32.811214742548614,46,134.18324560400262
12.751298113191918,54.28171492066702,96,359.8952614944311
15.698379063548542,75.64004002039309,1,60.16948391082575
20.677694715656408,60.51815039090785,79,321.93980417869534
30.45036914806233,57.320353710606604,24,113.38902768243888
31.518264581408587,42.48720896146776,59,282.184065148097
10.173803263279767,47.163774453222416,78,289.63433257924896
22.768682564439143,72.60242079023465,23,110.60652933952015
20.435275078719474,57.96090658842291,14,84.53807056229459
15.552695261768257,55.737109687838995,94,368.5590561178351
12.99663418334207,34.97898567700145,13,57.429977149332856
18.4403792850907,30.801407822756158,53,227.2278669102702
33.572742597812976,78.18425943435246,77,367.28233327808925
18.080073300518883,48.84930836434208,5,68.25192822301506
22.969765543584153,60.16065310497521,77,327.18699794372503
27.575473972379445,33.98575365936425,80,319.7324096902235
19.09074005948235,64.15571428615232,17,99.67669375620349
34.29455206802402,76.62833543529806,19,126.50688424412111
34.06118237355278,58.783262649870984,61,310.09742297695675
16.294557395634104,36.30576611877053,80,307.97192319581313
22.431212647309636,59.08607637367383,79,336.76413369860524
17.521957745419243,68.31736065523262,39,150.28402549237208
17.12101235943669,50.32082682870093,38,128.2519221779853
10.92217368386332,73.99188739707338,51,240.2830816855539
25.23910834949742,62.434147667868224,31,129.05150868803167
22.56697558072154,74.96244591446012,72,325.7010864757969
11.286968781249733,61.17526556236686,26,97.00673235519871
16.966161605915286,36.56439860024121,51,220.99336175877846
32.70664714916634,45.48458555525946,96,397.57742273843604
15.98904726667431,40.08974741262284,62,241.73983419195395
13.622371802280577,75.44132488584312,73,303.1726907512297
22.236319006939077,68.02000336437413,62,288.19829881325524
34.641261352765014,63.8199184455003,16,104.58488634084277
16.05138178778751,45.048315981581084,48,142.1220088189459
26.803388685146963,39.202238602510675,99,391.7516549426618
29.04049038321794,67.8225543994456,80,362.70925157795307
15.940938599809993,53.707897293953984,81,315.2358112516458
28.20540871529649,41.28947760753145,22,113.77488274444981
19.194578317981332,60.831098908263755,97,385.85170796250384
25.807645764839485,32.0166926069226,71,284.34026893988647
25.838242769022365,46.30851270641267,12,86.4905800716615
23.394367101868962,53.42784972955673,22,106.93762157364165
12.257244251360207,37.397916705470294,56,231.2212131841269
30.88256238973095,79.23272387954198,61,313.34223309117647
18.019501624293397,40.45486822948071,53,236.85368502481094
14.662962759996356,36.51765650216328,19,74.34936396409068
11.019378538869098,40.17674369434482,85,301.9359132162197
24.772323579706047,68.45305665798621,51,256.83832960971773
26.93910904605706,51.27528296359214,22,117.93124723428323
10.414695723196404,58.2707969876269,34,117.38703897864029
22.802326457482025,31.050457849318036,66,284.2053850845238
15.662394379948449,31.721565428665727,33,98.13772705720484
26.129319760236246,52.29127749135081,32,134.54622828449757
14.359160725124786,70.83276216008117,45,150.72945316659488
27.273443452561647,74.26194393537827,80,355.6351220339826
19.668383657513434,34.33532837978201,44,138.54987763447477
33.418249718418366,56.91815510505114,18,115.28627618477054
13.438023603649832,75.66148431396353,93,368.28320392139227
18.52665877625646,49.39863771989432,86,340.13671019151565
12.836838031014727,71.47829157141842,14,87.8949493085066
33.11734045696407,36.68478271997181,77,333.46166139895007
31.933483834524527,76.76972448338994,65,333.31431226328704
16.44854069287889,67.57116587656513,38,133.37976735312532
26.499601150854478,77.06671963934508,17,121.70154964939493
30.430555005030396,63.83086167762532,69,317.7026753773253
23.880020289986557,48.17019659997135,58,258.93239547905193
23.24126445890016,76.90905862623612,31,130.68387467468918
16.046307272511292,43.77833881545892,20,90.74293422512481
12.32756919514748,46.60862610308663,39,115.76835924772851
32.43039394883317,65.04042090008701,91,402.1993288629576
32.51045142908326,68.26581497626931,26,132.26621607739523
25.827536431831696,76.47017419245769,1,80.97282023521828
18.475744776217518,40.24012045281047,96,362.95095371328097
18.73023936531652,69.8999017609612,79,326.48924327718646
28.148891971755983,66.92730266984817,38,144.73312210870952
32.42775649881443,33.18972781267989,85,354.26916398201325
32.177160606627936,49.36115706051035,55,273.03327100913333
29.496888646440595,44.13827285300493,12,92.80671443558438
26.050791153857194,45.22452121770152,55,250.80438061293162
12.10349912487622,79.14734397773503,65,279.80959517474383
14.040717852365344,62.138870673996394,77,308.28657996535975
32.463854713176985,65.88380788967498,55,275.26918033970145
25.160726491489747,78.83088186575046,27,136.13381702489568
10.229926290415742,48.86008912288193,63,244.87519177001641
12.536788571650803,70.0920084226403,70,298.2725873115575
26.587544227701397,51.72654816522477,81,338.15273204667596
10.126539596155467,73.47668359074899,63,264.2855931044468
14.020201285437466,39.03287706556516,55,219.6105500986058
23.718344734164653,77.38430885321398,40,160.00273518329695
27.29737994231733,40.93858542054399,99,391.3938531831729
26.299031487565014,46.311025349046574,40,149.60473846153334
15.606732736513994,67.80961170533902,99,381.935612468969
27.8044805336884,49.68775707827034,3,72.34202060575237
15.931227187420003,60.410568838322334,56,240.7431216415851
18.134992453981695,52.22867505347142,29,108.19660432336072
28.662285127950604,67.1184968544891,87,376.68150745259214
26.240822476180366,41.41656261843055,83,341.04027672256075
31.23058526235445,32.92289936184385,45,162.42701494097994
26.440322307508584,44.99646987365331,55,248.98334181592304
24.20771508338679,53.715433243421515,30,124.31656300081035
12.341869195702312,38.40100260963393,87,315.68877126706906
19.19289507648584,47.739864482819435,6,65.03679282232989
16.630059192043134,49.999150914678424,89,342.430577624657
16.09974108447709,32.869592184413676,76,287.92068876713256
34.325263868811135,59.16536240921023,53,274.9403259210654
19.82744311666901,74.21717139856437,7,74.25586442175488
32.30116387942783,37.58714564765262,54,261.54341904046964
25.778465649931572,59.8904006700757,68,299.816260729828
29.87028258854121,63.23696024554231,43,161.85938260990858
22.5659273276298,50.96673402096442,12,82.0654107912323
24.422597115658977,65.0548793682135,92,367.4918265278435
22.312942345471598,50.5365771745506,19,106.40576748634535
14.881074694951113,55.23186439887175,77,306.29260469352346
28.06130288153763,30.36765222772135,31,107.08882973529442
17.019309061021396,64.58600570673444,59,264.96861432839324
10.607899160786346,63.06713394723622,49,144.42846911804
26.136807397679195,31.92004386631723,26,100.57640458107406
14.427766985176223,48.41250536975666,24,95.39441786651396
33.51146460882286,78.95159203958337,51,282.903720123591
33.84821442506468,51.03682812843084,67,316.40126669688095
32.871609755511216,55.09727025659208,20,113.34850139461702
19.25396750638611,75.49650790798593,17,96.10130962617221
10.386415413221686,65.86309379328782,38,124.43350077629935
33.20796406469313,59.10350655621118,14,99.25323448429295
20.704603707932858,69.89023406705363,52,254.59034776508858
34.16637047609174,73.21831332279866,37,165.1449812656019
34.09049942723132,52.84440358686334,47,177.91100488795638
31.325236386684,53.75541824659177,51,269.24118662495357
17.36122230173964,49.30254678259179,87,343.8063128451347
19.62744321504813,78.33530700092302,71,313.6396573534025
31.278416787921422,64.85831271451752,27,128.22360278161685
17.923050128906944,34.16115331040361,84,322.02450958086104
14.237318667152312,73.14798116565092,15,85.34550187861275
23.920031561458753,54.02799704181341,15,92.92535726439594
33.40386935401952,33.43769532112437,34,138.55898674576838
27.400744916874324,57.48586275816555,16,111.94953760633018
24.251529252234125,50.85821394878511,72,311.35360382970583
12.429412344269213,73.88747024313125,98,378.4072953692074
25.375180667479242,40.199730180469366,51,234.63839971722848
34.75134625260658,71.32323047460915,92,413.5297290421151
13.5021003809131,57.884434559272634,81,318.8362660804495
22.958241309093417,32.730515160673455,11,71.06690969315471
31.934326798198885,78.59226506627422,82,374.54434232495606
28.51921544385511,55.630762205159996,47,162.5598911636626
27.4253935248817,44.543842711579124,21,105.62983765700334
27.56210209967773,53.470342099462904,48,156.78328916689736
18.98727878049388,72.89288917587444,51,256.48115816161527
17.339796106612333,45.245156219253175,78,312.1217753908449
30.23402888696284,39.63381982433501,0,64.33051148490947
30.25283486697952,36.453562346544075,65,288.3858027962612
31.676807964502594,44.89296991951056,63,293.8266568358395
32.83101381391178,69.00240435200217,7,98.48053202480146
22.783559971523445,53.58131825976308,85,344.94851515032303
22.53790736717999,41.374080184677,24,107.48932644302296
29.95737947416938,38.30924998048746,65,284.01550044720386
26.24909826944413,46.636473825518955,72,306.47814562571483
27.549171931442583,76.99621864428545,72,339.6090107882802
29.894816735902527,47.15133562950122,76,332.24822209030094
32.250133545439155,79.40620379773176,69,335.719747073495
18.449878921288395,54.26152278826781,93,363.21071199758495
19.389573815998602,38.95819591450754,78,302.8803857964454
12.349548496021725,74.55700458967547,50,154.25224588497417
24.45700352490435,53.017768656741346,52,256.0101791513031
10.898556844918552,65.48356717522623,14,81.75503674031685
21.639950453311506,79.18557916045759,49,171.49389904901568
23.566115867689415,32.5087675159987,70,282.1495911530339
17.163531303207108,34.83472798937836,74,284.85571567377593
24.770831514225268,66.02283707313781,37,144.6499940219537
10.762506248476235,44.0912501647736,39,123.46649139542748
10.933704718730361,39.21506984750495,65,240.10029083455848
30.565014016491457,31.968093990986475,38,133.4708477857311
19.00476603528157,31.09233559931009,73,290.722992239477
13.17651281629712,68.72428015598955,16,92.92774469141042
23.05608150137011,36.7216713684775,6,64.59638924990492
29.249838827465272,53.38603079855754,38,154.2597773465929
15.39552568742108,60.294840758974146,67,277.1942075938209
25.57226189547501,51.41759002844231,34,124.52099083711559
12.1336866248442,31.355332616811655,50,137.8293476240678
11.292043029215193,69.17507512939545,46,149.99912665658147
23.283865789203702,30.525661227082676,35,126.57877525725753
23.515878040252662,68.0944947188742,63,288.6643735986612
25.935747537455164,74.66522468940613,94,397.3512497904237
28.15228334306654,51.641996052858616,88,370.2732247963439
34.396301986563365,56.77712365488991,12,105.48790337344848
22.907508707529885,53.849169630882685,17,102.51763142246689
18.073911823531148,49.46043093117194,20,89.81585391487631
29.879654869217593,74.37122676851801,64,314.65456448052055
16.770806281551856,74.69667553349953,99,391.93777309114375
20.9742855176409,46.79081823207673,7,73.01960808868071
11.96140953355665,60.7534877007349,47,141.34655949469342
10.633768585386438,76.34537810729321,84,337.8221836172564
34.06621036694813,78.10292494706758,42,182.1739015642307
30.899503012805145,55.44795202110238,52,264.51949003263
27.399355152342448,52.641240264216336,84,352.3061823923832
20.223823610356746,43.93471579642629,26,109.14189127262904
14.332358001771144,77.9435936595205,18,106.10797570310235
13.91092606677715,37.14071522364337,22,86.61654313889301
16.256072454114882,58.991478802386254,49,147.94866673219437
23.730666617653014,44.12751337593194,50,158.65061796306108
27.86489806750156,43.95041451738983,42,152.57352111877472
26.504934417943282,50.248429368809425,98,387.25958163011506
16.99834742364857,79.93964679078272,50,160.07544351416766
33.87163201657985,32.7483153419911,68,303.0474934610166
28.447422917394213,58.927090910176574,40,155.43284757337256
23.858851312785017,34.12860790176386,71,285.4328001508789
25.293018655858805,37.72604149952595,10,73.33715479519333
20.490001560694747,51.97814708864493,79,323.4544132537836
16.193274737528938,55.523006567322064,87,344.5297168531758
18.89931696628154,42.9396204182262,84,328.1792322032803
28.946152761609227,45.82285654372081,51,254.36941004107481
10.359837215743896,34.348351012796655,22,81.73853992526298
12.901816012672906,45.160989192212526,48,145.91950766749716
11.150066050543819,78.3279219690272,37,137.31661949465666
11.018220057974254,77.23536908362408,46,136.93820664843355
31.38651460027518,46.74391450684925,71,319.1678832930955
27.59144648450059,58.54269681393808,6,87.22109745581037
21.85434572718313,75.47976955554722,65,309.28103870792864
12.445854016275037,30.309191132044834,93,332.93999794157867
22.29039687792081,70.53417851687959,76,326.7580953736793
21.836794269514144,77.41847763944594,61,286.56158099380673
14.33004674775038,34.56628671667785,86,312.6721614152997
20.846291230949326,38.07238430164605,28,107.84322340350006
19.962618359934336,78.03731513856778,37,140.56347485106312
25.39625245130541,56.877007182017316,83,333.57601257658456
25.877341271691094,30.709831723586184,32,112.27948269968755
11.132600244301113,42.88159993817646,28,91.91845472794425
19.36531536566178,52.49718371344298,78,310.1324349082135
25.646497892855912,64.64544555123838,22,108.72482237444906
22.578406464502194,66.65801890683997,2,81.45147230262675
31.412246029708058,79.7710756462728,92,406.4627508307257
26.467340790473624,44.37555996918795,44,147.95821762341194
14.073360677035742,56.91100509342376,7,66.90226070089234
11.764218685010746,56.66617739298025,85,329.69947219926127
26.06048195515789,50.28226297236188,28,131.43493274119322
10.662782763540545,38.45809469212101,1,45.75008658152186
24.64438953183658,78.87282815919212,49,176.57704252547597
33.50575603562394,72.66585933332931,64,314.2233060784348
24.386854446896976,54.916651414711865,19,97.02619547066645
19.70424815516305,60.16227113420149,51,240.4469694663939
26.08220546105883,41.36305267798311,84,344.2400678212167
21.456322262287916,57.18935351958734,36,133.2507427596177
23.640419732898373,64.7485066560738,71,307.38719069818444
33.53662021941313,55.75835141932944,26,121.92535090043184
19.652565945019354,79.51425852924706,46,162.53101845007126
34.029764095597855,60.56708281238631,98,416.59248407613194
32.63376604890159,48.54868562960846,5,82.17560755009906
14.89477836973241,68.6076013807919,59,264.3835826376923
11.734032521879136,38.523125579082105,44,131.0966738768327
12.519450034435666,49.22579068531333,43,130.94241507763928
10.455545641288744,47.347947518879295,82,300.32768655807115
12.36107401889821,51.59035475538886,17,87.91288658439149
27.075169335408923,69.08899129643632,64,303.85433206388063
11.779716211505725,54.20865160817037,24,93.0238882859814
17.974390757344032,69.70072251329813,26,110.54365720103364
31.121882774236365,58.82444515699329,6,82.72297899653479
10.581798393395646,47.103471732877765,43,120.45946168867371
30.361712064723395,70.49893718417363,28,130.72806545382912
17.046369369334997,41.91448352765458,94,336.7404883256251
12.954120690541407,41.219148989989776,43,125.25945690318981
27.418429134103768,55.22514620274179,35,144.25196108000537
25.7235711694971,43.04246229810445,18,91.18502573616439
31.936800338176322,30.454351747560818,5,85.92981582830852
28.376776095097146,62.41487636494008,24,128.7044913615188
30.087023259621215,55.5546910736199,30,132.81676125388816
17.050864314282663,52.275890724658055,8,62.1588327251966
14.435988594493072,78.34842573091576,83,332.2568042293981
28.76536879102146,58.559959198145684,73,327.07363080246205
30.1708684816816,73.17157888946923,36,154.182695401501
34.76262855001683,36.97251181025801,26,121.60826315952204
20.315441922785663,58.46032315647139,12,89.0499400638774
19.30045214481958,73.39898133654515,40,153.13557936670307
29.41032401854992,59.1552878639949,65,307.9030643975011
18.520088506325447,65.90070890635008,84,345.72806068526756
33.26893314008912,48.60217839061037,96,397.72895704719684
31.460318796075295,34.62247585185333,23,110.47712574470648
20.72485068437546,52.895014756353575,43,145.59295067177672
28.771776694787434,49.72396954194288,97,391.4457839058982
28.863571852117058,73.35300911894737,59,300.2620293604711
12.578096720898316,42.19976511762361,8,50.68614906397034
32.56382266698917,78.3367113767554,1,86.35307826236232
22.63130931119643,77.9069059902248,55,269.1160599611417
30.661436652693542,42.381582153571934,29,121.83983548594895
18.00124002576529,47.40259777386602,21,91.26673779913094
32.388080712405014,74.77778704369425,74,356.1019775691186
19.73004196835408,78.33111104480537,80,343.3480886221857
10.270941287007458,52.1719551418022,99,352.817045593193
32.63454941048159,46.049852282044895,12,88.9669479205437
12.282166919653339,56.304700662577105,70,277.7834134215649
17.982840939760372,64.38846031828675,15,93.34049671867342
33.751549176270125,43.673725768748994,96,403.7111646971427
33.7651786734389,66.82365873095364,44,164.1057723909542
24.335947203082153,32.582867855732054,64,273.0547944210842
25.795930304244983,32.46472463822082,10,72.91689546809826
21.211138049457993,49.314385257277266,69,290.0897456296209
17.330269292451614,47.67365960303603,19,82.5110243456478
18.2166136342479,45.78166076835761,98,368.2233100160614
26.81296140192596,54.5509881334455,62,281.69650695498274
28.809363235942,46.036679115578565,89,365.0193220001317
29.789476093146213,39.612895923404594,11,92.23195131434431
29.740453569863845,45.473477454430046,61,287.17731622296304
12.280152576217258,78.74521364051175,93,375.2580115803175
22.360507617564537,50.55567084974243,91,363.85968142533704
11.438969000416106,52.235638842916785,90,335.7869997306079
23.73822205809339,58.827249497557005,41,149.7854358734805
21.038262534334425,79.16703842071132,82,348.83237867070943
32.19260456895749,42.08006382178815,68,297.5632664026917
18.77287531380197,64.06410552662169,57,265.26790435834107
12.926675410690146,65.7992346770862,4,51.31298503089299
13.574792051320896,60.366220839653295,26,108.1533037732959
29.037765792936806,34.4289169818322,27,118.5251758970304
25.455451582906527,63.84361379137882,25,115.857378541497
12.528066903069757,33.204735551808774,90,320.91125388015223
12.102670152874936,59.80713247749485,48,143.99987843743915
27.524228286478,66.97905886108714,20,110.16501527315887
11.819075159104838,40.54849453099752,0,40.70546095090087
30.546501482258904,72.08110037713871,91,398.93380252584757
27.656055678912406,31.517690276650214,57,249.6495857843069
12.033719516047494,72.1906431829153,78,311.10330626271576
12.120942852129797,53.01645253213825,54,228.85042658653057
34.66598946252938,40.87939699658222,80,354.3609256929797
19.356769893903007,36.6889072496984,25,100.64103344394385
19.26605367667227,77.66535837911863,83,338.9430480492216
30.319989181437563,33.63327937905784,24,108.83665257310614
33.68121443459647,39.95467099679628,76,336.11210381045646
34.650026595571774,47.3911173716523,32,135.67079949191904
28.83445463147354,61.011742448056026,88,370.249267979865
19.406489638272895,57.24005426380492,71,295.8598689690262
12.08751791746672,36.2821746206157,68,256.86866065430627
29.42867289818592,44.48639918691073,5,71.49074183735213
23.960106243395124,41.9375885543012,22,104.20860549088022
20.605550231174405,40.67714272451707,29,104.9433893634602
32.6588596273684,50.557216823999354,77,337.2195530696688
12.779937057653783,65.20157262958284,53,234.6625783517635
22.31562760727148,40.87264661086179,86,346.25922984474505
10.283841119185476,48.33394398514907,10,62.21913301380666
21.716516049853155,49.54587134205811,30,120.29202891806247
11.407581892045934,78.82282647177051,5,67.95404243045805
12.970447906701798,77.73331784395344,10,73.58742605936452
12.938156169427621,70.00687913760379,76,306.41568181641236
26.230257552901588,42.08294604095926,11,78.33687969456508
28.651121981635583,33.401865704583486,65,289.97422374654417
24.58421912742899,45.845206886031235,52,247.17508185765251
34.05431371186354,43.339727471691546,98,394.7904729419848
19.3717644880926,55.2962900073197,35,133.9690571277222
17.142802157046518,68.88639550338965,16,90.4976438317083
31.714978204736507,72.91614694394289,27,141.29743085167732
15.589895962986315,72.24320427052542,91,367.5213588198453
34.08056348601528,47.98377806115339,21,104.3023908423156
10.30386186724541,64.36171717303415,6,61.90963992378491
34.246970667690974,45.641709876211,14,100.92843061442846
11.078997798764403,33.04527716175914,95,322.6022429321308
32.27857784245178,65.07826328014711,10,95.29436294112271
23.192527727157497,30.491377628489392,23,93.76143769680628
34.82411990298251,50.45912937292443,66,318.4268736952396
11.844914118384972,46.46896346510378,29,98.12066316006921
23.84635711003302,64.66887692594261,69,309.8965677637268
34.23256339047747,68.31227363801895,65,321.47683104288944
23.07744610425372,45.20473179856419,60,271.26732395502313
25.73496595338156,70.58135072224268,77,344.4448422198615
27.39371722461543,44.69583802524669,40,144.25277225846648
21.36352661919433,52.316317999328064,81,324.589508386702
25.688952002101587,66.3509263507067,50,172.30808825416094
24.607857798077504,64.64601146123942,43,169.14415145463218
32.52895026227472,79.36842361561,94,418.6927922343222
11.136159508536448,41.258051210796594,12,57.636550950040544
17.024079739805757,63.115895676979115,89,361.9034006233643
33.76028710191397,60.48409541378887,11,98.96551025247895
32.25659459727291,75.7549227245015,81,375.9650500907953
21.391418819642823,37.818107082243756,8,66.76518261682978
25.50331494503842,67.58990817934665,84,360.98553519240755
16.934529574528316,58.41343081343842,47,149.70265835931053
14.703028993094033,43.73329348939527,48,138.6833481022807
21.592460123499556,53.72174570735871,52,242.9276460200347
18.833805700651318,46.68882985348989,55,235.80851479376707
24.5914027962718,58.96567013942304,39,138.74484411306653
11.94336592412462,74.4500305407333,23,102.80988265294467
34.35987019165417,58.465249220610104,97,408.74507326591237
34.65526861199007,61.58612091632921,71,332.61389562195
27.45404285049363,55.93739235573547,32,147.28637995654827
23.40240915860301,32.55827532227379,22,107.82947852541426
17.738190407158193,41.64292784380471,76,302.0472447721909
30.344875492673715,54.600086471604136,53,271.8335934026631
27.118279313846983,45.51176418723524,52,247.08786839126628
14.065423483622283,39.08817988805971,48,130.71602047644035
32.77317961234606,55.206642095921914,77,344.44295656925107
30.563431073079226,46.14048967239252,77,334.3745699400954
33.7449978322981,42.90538215867073,79,348.6706695393552
28.142987709709,53.19927087201904,48,155.66243449524046
25.33537989839475,36.66421290410866,59,272.2390002889471
20.456075907265472,76.38728665377036,89,371.5567593651028
33.31821208385033,73.38510489596194,89,389.25132235789204
31.65159723751021,65.38102928702676,64,313.03923972641235
11.130466752654735,35.31069137942281,31,91.83879150322488
10.6591743624313,68.79386272348465,78,304.71583887436765
19.41158417195124,70.39786640545094,20,99.00430002477998
30.263833269545824,68.3882308857169,17,112.30743553808135
34.68190323287361,35.698294355962055,93,394.321581494708
13.760422277588205,62.195397853388236,59,255.07082520783516
24.853267883803376,71.71623978746993,12,100.60747074908964
19.52227141577554,58.867670060983386,23,109.40981356331238
34.24785994536508,62.32036876140445,29,139.80819265595392
31.052973078392718,52.91817397131531,1,69.23344651104006
30.958217617778445,56.43536599420263,82,349.9888057185726
21.717328994874258,31.71884291758626,24,94.49815403277037
20.37048755844163,61.948151098664226,49,165.2494884539043
16.835176798267657,34.07236064455796,13,72.96590626992861
11.409387416273178,51.75072971701117,5,54.2713491230459
31.61805940637633,44.632754883370396,75,331.55959290966814
30.32252522825194,57.27139751058566,83,359.49510809427744
34.992941832153264,36.67081677616035,86,361.8298217355251
34.91592092684763,64.58217009866591,29,138.974048545335
23.885792640065688,69.75057684642351,29,121.34672616180107
29.224685379512763,38.167722487157825,37,145.90651839597365
33.619143247060705,35.215654367594105,57,273.91041791811887
31.241184766935287,37.275774139367954,93,375.03717005184484
